tanggal,index,pm10,pm25,so2,co,o3,no2,Tavg_km,RH_avg_km,RR_km,ss_km,ff_avg_km,DDD_CAR_km
2023-01-01,0.0,44.0,55.0,47.0,10.0,24.0,9.0,26.3,87.0,14.5,0.0,1.0,1.0
2023-01-02,1.0,32.0,43.0,52.0,9.0,24.0,8.0,27.5,81.0,31.5,0.7,2.0,9.0
2023-01-03,2.0,31.0,35.0,49.0,9.0,12.0,7.0,26.6,82.0,0.5,0.0,1.0,1.0
2023-01-04,3.0,30.0,47.0,53.0,11.0,15.0,9.0,26.4,86.0,2.4,2.1,1.0,1.0
2023-01-05,4.0,38.0,50.0,50.0,13.0,26.0,11.0,27.4,83.0,35.3,4.9,2.0,1.0
2023-01-06,5.0,31.0,48.0,45.0,10.0,13.0,7.0,29.6,68.0,2.3,2.2,1.0,1.0
2023-01-07,6.0,25.0,42.0,44.0,10.0,9.0,5.0,29.6,70.0,0.0,6.2,2.0,1.0
2023-01-08,7.0,28.0,49.0,47.0,11.0,9.0,4.0,28.1,76.0,0.0,8.0,2.0,1.0
2023-01-09,8.0,25.0,39.0,48.0,10.0,12.0,5.0,29.0,73.0,11.6,3.8,3.0,9.0
2023-01-10,9.0,37.0,44.0,45.0,11.0,21.0,8.0,30.1,65.0,0.1,5.0,1.0,1.0
2023-01-11,10.0,42.0,65.0,47.0,13.0,25.0,10.0,28.8,73.0,0.0,5.0,1.0,1.0
2023-01-12,11.0,53.0,69.0,49.0,12.0,28.0,13.0,29.1,71.0,6.2,0.0,0.0,1.0
2023-01-13,12.0,57.0,78.0,47.0,11.0,26.0,18.0,29.2,74.0,1.6,8.3,1.0,1.0
2023-01-14,13.0,51.0,70.0,45.0,11.0,31.0,14.0,29.2,72.0,1.6,4.5,1.0,1.0
2023-01-15,14.0,46.0,57.0,44.0,11.0,24.0,7.0,29.8,69.0,0.0,6.4,2.0,9.0
2023-01-16,15.0,34.0,40.0,42.0,11.0,11.0,6.0,28.9,70.0,0.0,6.5,1.0,1.0
2023-01-17,16.0,40.0,52.0,45.0,12.0,9.0,6.0,27.6,77.0,4.5,1.2,1.0,1.0
2023-01-18,17.0,55.0,71.0,55.0,12.0,10.0,11.0,27.7,78.0,0.0,0.0,1.0,1.0
2023-01-19,18.0,53.0,63.0,53.0,11.0,9.0,10.0,27.5,81.0,3.0,1.0,2.0,8.0
2023-01-20,19.0,42.0,57.0,51.0,10.0,12.0,9.0,28.6,72.0,0.5,2.4,1.0,1.0
2023-01-21,20.0,42.0,59.0,48.8,9.0,10.0,20.0,28.6,74.0,2.3,3.0,2.0,1.0
2023-01-22,21.0,37.0,46.0,47.0,7.0,11.0,17.0,29.2,71.0,0.0,5.0,2.0,8.0
2023-01-23,22.0,21.0,32.0,41.8,6.0,13.0,12.0,28.6,70.0,0.0,6.0,2.0,8.0
2023-01-24,23.0,29.0,39.0,44.2,7.0,10.0,20.0,29.1,71.0,1.1,3.2,2.0,1.0
2023-01-25,24.0,30.0,50.0,56.0,6.0,10.0,16.0,27.2,78.0,20.6,5.5,1.0,1.0
2023-01-26,25.0,41.0,45.0,45.0,8.0,11.0,20.0,27.8,79.0,10.8,0.0,1.0,1.0
2023-01-27,26.0,47.0,56.0,44.0,11.0,21.0,25.0,27.6,80.0,27.5,2.4,1.0,1.0
2023-01-28,27.0,33.0,45.0,41.0,8.0,14.0,27.0,25.6,94.0,26.9,0.0,0.0,1.0
2023-01-29,28.0,50.0,60.0,43.0,10.0,20.0,26.0,26.7,86.0,27.0,0.0,1.0,1.0
2023-01-30,29.0,37.0,56.0,44.0,9.0,21.0,27.0,28.0,76.0,13.2,0.0,1.0,1.0
2023-01-31,30.0,50.0,65.0,55.0,9.0,16.0,30.0,27.8,80.0,6.9,3.0,1.0,1.0
2023-02-01,31.0,46.0,57.0,51.0,9.0,23.0,32.0,27.0,85.0,0.5,0.0,1.0,1.0
2023-02-02,32.0,49.0,61.0,43.0,9.0,26.0,29.0,27.2,88.0,31.8,0.2,2.0,1.0
2023-02-03,33.0,28.0,42.0,50.0,5.0,21.0,24.0,26.7,80.0,25.2,0.2,1.0,1.0
2023-02-04,34.0,55.0,71.0,53.0,8.0,25.0,27.0,27.7,83.0,16.7,0.1,2.0,8.0
2023-02-05,35.0,45.0,59.0,45.0,6.0,27.0,17.0,28.4,77.0,10.0,1.2,2.0,1.0
2023-02-06,36.0,34.0,51.0,52.0,6.0,15.0,12.0,29.2,67.0,1.2,5.5,2.0,1.0
2023-02-07,37.0,41.0,52.0,50.0,7.0,14.0,22.0,27.8,78.0,0.0,3.0,1.0,1.0
2023-02-08,38.0,30.0,38.0,40.0,8.0,31.0,24.0,27.1,87.0,62.8,2.0,1.0,1.0
2023-02-09,39.0,31.0,43.0,38.0,6.0,11.0,17.0,27.4,73.0,1.0,2.2,1.0,1.0
2023-02-10,40.0,25.0,30.0,37.0,6.0,19.0,15.0,27.9,77.0,9.6,1.5,2.0,1.0
2023-02-11,41.0,34.0,34.0,35.0,8.0,21.0,19.0,27.5,85.0,25.8,6.3,1.0,1.0
2023-02-12,42.0,20.0,16.0,34.0,5.0,23.0,16.0,25.0,92.0,40.8,1.5,2.0,8.0
2023-02-13,43.0,28.0,26.0,34.0,5.0,23.0,13.0,27.6,78.0,1.8,0.0,1.0,1.0
2023-02-14,44.0,23.0,18.0,34.0,5.0,23.0,11.0,27.3,79.0,5.4,0.9,2.0,9.0
2023-02-15,45.0,21.0,21.0,34.0,6.0,17.0,11.0,28.1,74.0,10.5,0.9,1.0,1.0
2023-02-16,46.0,29.0,30.0,35.0,6.0,20.0,15.0,27.1,82.0,9.5,1.8,1.0,1.0
2023-02-17,47.0,33.0,43.0,39.0,7.0,18.0,21.0,27.0,81.0,31.0,1.8,1.0,1.0
2023-02-18,48.0,54.0,70.0,43.0,11.0,22.0,26.0,27.6,83.0,2.5,0.2,2.0,1.0
2023-02-19,49.0,56.0,73.0,39.0,8.0,27.0,25.0,27.5,82.0,3.8,5.2,1.0,1.0
2023-02-20,50.0,38.0,50.0,39.0,7.0,23.0,14.0,27.5,83.0,0.5,4.3,1.0,1.0
2023-02-21,51.0,24.0,32.0,39.0,8.0,21.0,16.0,28.0,77.0,10.0,6.5,1.0,1.0
2023-02-22,52.0,29.0,31.0,40.0,8.0,23.0,19.0,27.3,84.0,29.7,3.0,1.0,1.0
2023-02-23,53.0,36.0,47.0,40.0,8.6,23.0,23.0,26.9,87.0,21.5,3.2,1.0,1.0
2023-02-24,54.0,28.0,33.0,44.0,10.0,22.0,28.0,25.8,94.0,76.9,3.6,1.0,1.0
2023-02-25,55.0,36.0,45.0,44.0,9.0,27.0,29.0,27.0,86.0,74.1,0.0,2.0,8.0
2023-02-26,56.0,34.0,44.0,44.0,10.0,26.0,23.0,26.7,88.0,36.7,0.4,1.0,1.0
2023-02-27,57.0,32.0,32.0,43.0,10.0,30.0,24.0,27.1,84.0,38.9,0.5,1.0,1.0
