periode_data;tanggal;stasiun;pm_sepuluh;pm_duakomalima;sulfur_dioksida;karbon_monoksida;ozon;nitrogen_dioksida;max;critical;kategori
202312;17/12/2023;DKI5;52;67;19;30;20;-;67;PM25;SEDANG
202312;18/12/2023;DKI1;64;86;30;16;33;12;86;PM25;SEDANG
202312;18/12/2023;DKI2;-;89;49;21;46;45;89;PM25;SEDANG
202312;18/12/2023;DKI3;51;80;50;9;17;12;80;PM25;SEDANG
202312;18/12/2023;DKI4;61;96;52;7;17;19;96;PM25;SEDANG
202312;18/12/2023;DKI5;58;74;18;26;19;-;74;PM25;SEDANG
202312;19/12/2023;DKI1;58;85;32;16;23;13;85;PM25;SEDANG
202312;19/12/2023;DKI2;-;97;57;27;39;48;97;PM25;SEDANG
202312;19/12/2023;DKI3;57;87;50;12;18;13;87;PM25;SEDANG
202312;19/12/2023;DKI4;64;99;52;10;20;15;99;PM25;SEDANG
202312;19/12/2023;DKI5;54;73;22;28;26;-;73;PM25;SEDANG
202312;20/12/2023;DKI1;65;95;53;-;24;12;95;PM25;SEDANG
202312;20/12/2023;DKI2;-;96;54;22;29;47;96;PM25;SEDANG
202312;20/12/2023;DKI3;72;105;49;19;18;12;105;PM25;TIDAK SEHAT
202312;20/12/2023;DKI4;85;154;52;10;11;13;154;PM25;TIDAK SEHAT
202312;20/12/2023;DKI5;60;72;20;23;21;5;72;PM25;SEDANG
202312;21/12/2023;DKI1;53;71;57;-;26;13;71;PM25;SEDANG
202312;21/12/2023;DKI2;-;59;62;45;25;32;62;SO2;SEDANG
202312;21/12/2023;DKI3;57;86;53;7;27;11;86;PM25;SEDANG
202312;21/12/2023;DKI4;53;77;54;5;16;19;77;PM25;SEDANG
202312;21/12/2023;DKI5;53;59;31;13;25;3;59;PM25;SEDANG
202312;22/12/2023;DKI1;39;59;52;-;15;9;59;PM25;SEDANG
202312;22/12/2023;DKI2;31;57;59;49;23;24;59;SO2;SEDANG
202312;22/12/2023;DKI3;36;57;49;6;13;7;57;PM25;SEDANG
202312;22/12/2023;DKI4;49;65;52;5;10;12;65;PM25;SEDANG
202312;22/12/2023;DKI5;37;-;24;7;17;-;37;PM10;BAIK
202312;23/12/2023;DKI1;31;39;48;10;24;7;48;SO2;BAIK
202312;23/12/2023;DKI2;26;40;57;38;21;18;57;SO2;SEDANG
202312;23/12/2023;DKI3;21;33;50;4;16;3;50;SO2;BAIK
202312;23/12/2023;DKI4;22;39;52;2;11;8;52;SO2;SEDANG
202312;23/12/2023;DKI5;24;-;19;9;16;-;24;PM10;BAIK
202312;24/12/2023;DKI1;56;75;51;11;25;13;75;PM25;SEDANG
202312;24/12/2023;DKI2;46;68;57;55;26;24;68;PM25;SEDANG
202312;24/12/2023;DKI3;58;92;51;10;17;11;92;PM25;SEDANG
202312;24/12/2023;DKI4;-;83;52;7;13;16;83;PM25;SEDANG
202312;24/12/2023;DKI5;54;-;19;23;17;-;54;PM10;SEDANG
202312;25/12/2023;DKI1;38;52;48;10;25;9;52;PM25;SEDANG
202312;25/12/2023;DKI2;36;51;57;45;20;18;57;SO2;SEDANG
202312;25/12/2023;DKI3;42;51;50;5;16;5;51;PM25;SEDANG
202312;25/12/2023;DKI4;-;56;52;5;10;13;56;PM25;SEDANG
202312;25/12/2023;DKI5;32;-;20;13;16;-;32;PM10;BAIK
202312;26/12/2023;DKI1;41;56;51;10;25;11;56;PM25;SEDANG
202312;26/12/2023;DKI2;43;62;58;54;21;27;62;PM25;SEDANG
202312;26/12/2023;DKI3;36;57;51;7;14;6;57;PM25;SEDANG
202312;26/12/2023;DKI4;-;58;52;4;10;14;58;PM25;SEDANG
202312;26/12/2023;DKI5;33;-;25;14;13;2;33;PM10;BAIK
202312;27/12/2023;DKI1;36;35;49;8;20;7;49;SO2;BAIK
202312;27/12/2023;DKI2;29;42;58;42;15;18;58;SO2;SEDANG
202312;27/12/2023;DKI3;17;26;48;4;11;2;48;SO2;BAIK
202312;27/12/2023;DKI4;-;47;52;3;7;9;52;SO2;SEDANG
202312;27/12/2023;DKI5;23;-;23;10;12;-;23;PM10;BAIK
202312;28/12/2023;DKI1;33;51;50;11;8;7;51;PM25;SEDANG
202312;28/12/2023;DKI2;35;51;57;41;15;19;57;SO2;SEDANG
202312;28/12/2023;DKI3;46;66;49;8;8;5;66;PM25;SEDANG
202312;28/12/2023;DKI4;-;63;52;5;6;9;63;PM25;SEDANG
202312;28/12/2023;DKI5;28;-;23;14;9;-;28;PM10;BAIK
202312;29/12/2023;DKI1;23;27;50;10;13;7;50;SO2;BAIK
202312;29/12/2023;DKI2;23;23;57;12;16;15;57;SO2;SEDANG
202312;29/12/2023;DKI3;15;50;50;4;13;-;50;PM25;BAIK
202312;29/12/2023;DKI4;-;35;52;2;8;8;52;SO2;SEDANG
202312;29/12/2023;DKI5;-;-;28;11;-;-;28;SO2;BAIK
202312;30/12/2023;DKI1;38;53;51;11;13;9;53;PM25;SEDANG
202312;30/12/2023;DKI2;40;55;57;21;17;24;57;SO2;SEDANG
202312;30/12/2023;DKI3;36;51;51;8;13;5;51;PM25;SEDANG
202312;30/12/2023;DKI4;32;64;52;7;8;12;64;PM25;SEDANG
202312;30/12/2023;DKI5;32;-;27;15;13;-;32;PM10;BAIK
202312;31/12/2023;DKI1;54;68;49;11;19;12;68;PM25;SEDANG
202312;31/12/2023;DKI2;47;58;56;21;23;24;58;PM25;SEDANG
202312;31/12/2023;DKI3;48;49;-;24;14;-;49;PM25;BAIK
202312;31/12/2023;DKI4;49;73;-;-;-;-;73;PM25;SEDANG
202312;31/12/2023;DKI5;50;-;23;21;13;-;50;PM10;BAIK
